citrus fruit,sliced cheese,yogurt,napkins,specialty bar,,,,,,,,,,,,,,,,,,,,,
rolls/buns,other vegetables,root vegetables,yogurt,frozen dessert,sliced cheese,newspapers,sugar,shopping bags,,,,,,,,,,,,,,,,,
tropical fruit,other vegetables,dessert,frozen vegetables,citrus fruit,male cosmetics,female sanitary products,herbs,yogurt,cake bar,pot plants,flour,oil,salt,domestic eggs,chocolate,,,,,,,,,,
soda,oil,whole milk,yogurt,domestic eggs,specialty bar,,,,,,,,,,,,,,,,,,,,
frozen vegetables,beverages,packaged fruit/vegetables,citrus fruit,fruit/vegetable juice,popcorn,rolls/buns,jam,hygiene articles,house keeping products,,,,,,,,,,,,,,,,
pork,frankfurter,beef,chocolate,root vegetables,frozen meals,brown bread,frozen fish,,,,,,,,,,,,,,,,,,
yogurt,bathroom cleaner,cleaner,pastry,,,,,,,,,,,,,,,,,,,,,,
other vegetables,whole milk,bottled water,soda,oil,pastry,curd,fruit/vegetable juice,newspapers,coffee,,,,,,,,,,,,,,,,
pip fruit,domestic eggs,seasonal products,,,,,,,,,,,,,,,,,,,,,,,
sausage,root vegetables,whole milk,bottled beer,detergent,butter,rolls/buns,tropical fruit,newspapers,cat food,yogurt,waffles,,,,,,,,,,,,,,
tropical fruit,pip fruit,soda,herbs,yogurt,seasonal products,bottled water,sweet spreads,,,,,,,,,,,,,,,,,,
root vegetables,bottled beer,tropical fruit,whole milk,whipped/sour cream,UHT-milk,butter milk,fruit/vegetable juice,chocolate,,,,,,,,,,,,,,,,,
other vegetables,whole milk,pastry,rolls/buns,canned beer,whipped/sour cream,bottled water,processed cheese,newspapers,frozen vegetables,,,,,,,,,,,,,,,,
ham,onions,domestic eggs,newspapers,,,,,,,,,,,,,,,,,,,,,,
photo/film,dessert,whole milk,pork,sausage,rolls/buns,dishes,chewing gum,other vegetables,yogurt,pastry,shopping bags,brown bread,white bread,,,,,,,,,,,,
whole milk,liquor (appetizer),curd,pasta,tropical fruit,butter milk,whipped/sour cream,,,,,,,,,,,,,,,,,,,
root vegetables,whole milk,tropical fruit,bottled water,canned vegetables,grapes,,,,,,,,,,,,,,,,,,,,
frankfurter,yogurt,canned beer,detergent,citrus fruit,rolls/buns,whole milk,root vegetables,sliced cheese,butter milk,,,,,,,,,,,,,,,,
hamburger meat,dessert,other vegetables,rolls/buns,bottled water,whole milk,brown bread,yogurt,berries,beverages,,,,,,,,,,,,,,,,
sausage,pork,citrus fruit,butter,brown bread,waffles,whole milk,cream cheese ,domestic eggs,flower (seeds),oil,,,,,,,,,,,,,,,
sausage,hamburger meat,whole milk,cocoa drinks,pastry,flower (seeds),chocolate marshmallow,canned beer,,,,,,,,,,,,,,,,,,
tropical fruit,sausage,beef,yogurt,beverages,dog food,frozen vegetables,long life bakery product,cream cheese ,processed cheese,specialty fat,bottled beer,newspapers,,,,,,,,,,,,,
chicken,citrus fruit,pastry,frozen meals,waffles,,,,,,,,,,,,,,,,,,,,,
soda,chicken,frankfurter,onions,rolls/buns,citrus fruit,canned vegetables,cream cheese ,pip fruit,hygiene articles,napkins,white wine,specialty cheese,margarine,white bread,whipped/sour cream,pasta,domestic eggs,,,,,,,,
ham,sausage,tropical fruit,yogurt,bottled water,bottled beer,cream cheese ,,,,,,,,,,,,,,,,,,,
frankfurter,organic sausage,other vegetables,yogurt,whole milk,hard cheese,bottled water,shopping bags,detergent,,,,,,,,,,,,,,,,,
pork,bottled water,other vegetables,shopping bags,,,,,,,,,,,,,,,,,,,,,,
frankfurter,coffee,canned beer,liquor,semi-finished bread,whole milk,bottled water,other vegetables,soda,margarine,shopping bags,roll products ,long life bakery product,,,,,,,,,,,,,
citrus fruit,curd,whole milk,yogurt,domestic eggs,frozen vegetables,soda,,,,,,,,,,,,,,,,,,,
frankfurter,citrus fruit,whole milk,canned beer,sugar,hamburger meat,shopping bags,bottled beer,rolls/buns,hygiene articles,skin care,whipped/sour cream,butter milk,newspapers,,,,,,,,,,,,
packaged fruit/vegetables,frozen fruits,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,
sausage,root vegetables,fruit/vegetable juice,brown bread,rolls/buns,soda,,,,,,,,,,,,,,,,,,,,
canned beer,tropical fruit,sausage,hamburger meat,root vegetables,soda,whole milk,sliced cheese,pastry,candles,newspapers,white bread,,,,,,,,,,,,,,
rolls/buns,soda,butter milk,other vegetables,bottled water,chocolate,yogurt,cream cheese ,frozen vegetables,,,,,,,,,,,,,,,,,
frankfurter,sausage,photo/film,UHT-milk,candles,shopping bags,bottled water,frozen vegetables,bottled beer,chewing gum,grapes,artif. sweetener,other vegetables,margarine,fruit/vegetable juice,butter,seasonal products,,,,,,,,,
rolls/buns,onions,butter,hamburger meat,tropical fruit,softener,bottled water,soda,chocolate,candy,,,,,,,,,,,,,,,,
citrus fruit,berries,whole milk,finished products,tropical fruit,rolls/buns,frozen meals,misc. beverages,UHT-milk,other vegetables,whipped/sour cream,salty snack,pastry,yogurt,canned beer,dishes,shopping bags,fruit/vegetable juice,domestic eggs,frozen vegetables,,,,,,
frankfurter,soda,frozen potato products,canned beer,chocolate,spread cheese,pastry,onions,newspapers,white bread,mayonnaise,softener,berries,oil,coffee,shopping bags,canned fruit,abrasive cleaner,domestic eggs,,,,,,,
bottled water,citrus fruit,root vegetables,soda,tropical fruit,long life bakery product,brown bread,pastry,domestic eggs,,,,,,,,,,,,,,,,,
citrus fruit,frozen vegetables,pickled vegetables,bottled water,,,,,,,,,,,,,,,,,,,,,,
frankfurter,finished products,ice cream,oil,candy,tropical fruit,hard cheese,whole milk,male cosmetics,curd,UHT-milk,,,,,,,,,,,,,,,
dessert,white bread,newspapers,salty snack,cat food,coffee,,,,,,,,,,,,,,,,,,,,
other vegetables,pork,whole milk,long life bakery product,pudding powder,cream cheese ,,,,,,,,,,,,,,,,,,,,
yogurt,whole milk,canned beer,domestic eggs,oil,flower (seeds),,,,,,,,,,,,,,,,,,,,
soda,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,
frozen meals,hygiene articles,packaged fruit/vegetables,frankfurter,other vegetables,canned fish,waffles,processed cheese,,,,,,,,,,,,,,,,,,
turkey,other vegetables,meat,rolls/buns,canned fish,chewing gum,,,,,,,,,,,,,,,,,,,,
coffee,rolls/buns,napkins,hamburger meat,fruit/vegetable juice,cocoa drinks,shopping bags,,,,,,,,,,,,,,,,,,,
whole milk,UHT-milk,canned beer,frankfurter,coffee,house keeping products,other vegetables,pip fruit,margarine,,,,,,,,,,,,,,,,,
beverages,yogurt,whole milk,napkins,soda,semi-finished bread,white bread,waffles,domestic eggs,flour,frozen vegetables,sliced cheese,,,,,,,,,,,,,,
herbs,berries,tropical fruit,packaged fruit/vegetables,whipped/sour cream,frozen vegetables,pastry,waffles,bottled water,,,,,,,,,,,,,,,,,
rolls/buns,canned beer,liver loaf,pasta,root vegetables,cream cheese ,fruit/vegetable juice,grapes,other vegetables,flower (seeds),,,,,,,,,,,,,,,,
dessert,newspapers,citrus fruit,other vegetables,shopping bags,,,,,,,,,,,,,,,,,,,,,
other vegetables,rolls/buns,chicken,popcorn,UHT-milk,pastry,onions,margarine,processed cheese,waffles,,,,,,,,,,,,,,,,
ham,chewing gum,sausage,whole milk,chicken,meat,pasta,condensed milk,other vegetables,beverages,hygiene articles,UHT-milk,pot plants,liquor,frozen dessert,whipped/sour cream,sugar,pip fruit,,,,,,,,
sausage,rum,sliced cheese,pip fruit,domestic eggs,ice cream,onions,long life bakery product,whole milk,,,,,,,,,,,,,,,,,
bottled beer,other vegetables,whole milk,butter milk,shopping bags,cleaner,,,,,,,,,,,,,,,,,,,,
whole milk,onions,UHT-milk,fruit/vegetable juice,chocolate,canned beer,pickled vegetables,,,,,,,,,,,,,,,,,,,
canned beer,citrus fruit,frankfurter,rolls/buns,coffee,tropical fruit,soda,yogurt,ice cream,hard cheese,sugar,margarine,,,,,,,,,,,,,,
flour,tropical fruit,soda,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,whole milk,butter,mustard,pickled vegetables,cake bar,canned beer,ice cream,soda,fruit/vegetable juice,pastry,,,,,,,,,,,,,,,
citrus fruit,tropical fruit,chicken,whole milk,soda,,,,,,,,,,,,,,,,,,,,,
sausage,margarine,other vegetables,chicken,waffles,pork,UHT-milk,whole milk,root vegetables,bottled beer,butter,whipped/sour cream,newspapers,soda,bottled water,,,,,,,,,,,
misc. beverages,coffee,,,,,,,,,,,,,,,,,,,,,,,,
bottled beer,yogurt,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,beef,pet care,citrus fruit,herbs,pip fruit,soda,flour,bottled beer,cat food,,,,,,,,,,,,,,,,
whole milk,grapes,beef,frankfurter,chocolate,pastry,turkey,packaged fruit/vegetables,cream cheese ,rolls/buns,meat spreads,specialty bar,canned beer,brown bread,curd,kitchen towels,long life bakery product,UHT-milk,sugar,domestic eggs,,,,,,
whole milk,tropical fruit,butter milk,UHT-milk,root vegetables,salt,specialty cheese,soda,shopping bags,waffles,,,,,,,,,,,,,,,,
pip fruit,pet care,bottled water,,,,,,,,,,,,,,,,,,,,,,,
long life bakery product,onions,yogurt,other vegetables,beef,napkins,domestic eggs,shopping bags,butter milk,chewing gum,waffles,specialty chocolate,misc. beverages,,,,,,,,,,,,,
curd,whole milk,yogurt,rolls/buns,long life bakery product,,,,,,,,,,,,,,,,,,,,,
dessert,shopping bags,specialty chocolate,flour,bottled water,,,,,,,,,,,,,,,,,,,,,
frankfurter,berries,domestic eggs,coffee,bottled beer,whipped/sour cream,dishes,UHT-milk,other vegetables,butter milk,candy,house keeping products,hygiene articles,newspapers,,,,,,,,,,,,
citrus fruit,canned beer,other vegetables,fish,shopping bags,tropical fruit,frankfurter,yogurt,brown bread,soda,specialty chocolate,rubbing alcohol,domestic eggs,whole milk,bottled water,,,,,,,,,,,
canned beer,grapes,yogurt,semi-finished bread,salty snack,,,,,,,,,,,,,,,,,,,,,
beef,sausage,margarine,canned beer,butter milk,whole milk,white bread,meat spreads,,,,,,,,,,,,,,,,,,
fruit/vegetable juice,cat food,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,sausage,chicken,bottled water,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,chicken,citrus fruit,sausage,whole milk,frozen meals,snack products,white bread,coffee,grapes,newspapers,seasonal products,light bulbs,hygiene articles,yogurt,soups,,,,,,,,,,
citrus fruit,seasonal products,processed cheese,shopping bags,whole milk,newspapers,,,,,,,,,,,,,,,,,,,,
whole milk,domestic eggs,liquor (appetizer),soda,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,tropical fruit,brown bread,specialty chocolate,beverages,fruit/vegetable juice,semi-finished bread,newspapers,coffee,frozen meals,margarine,,,,,,,,,,,,,,,
chicken,other vegetables,pork,margarine,frozen fish,waffles,brown bread,,,,,,,,,,,,,,,,,,,
canned beer,rolls/buns,frozen dessert,yogurt,,,,,,,,,,,,,,,,,,,,,,
butter,root vegetables,other vegetables,pip fruit,coffee,,,,,,,,,,,,,,,,,,,,,
sausage,canned beer,frankfurter,yogurt,brown bread,frozen vegetables,tropical fruit,detergent,misc. beverages,semi-finished bread,UHT-milk,flour,,,,,,,,,,,,,,
fruit/vegetable juice,root vegetables,pork,rolls/buns,sliced cheese,shopping bags,other vegetables,hygiene articles,,,,,,,,,,,,,,,,,,
finished products,other vegetables,sugar,pickled vegetables,whipped/sour cream,rolls/buns,bottled water,frozen vegetables,salty snack,frozen meals,,,,,,,,,,,,,,,,
nuts/prunes,pork,whole milk,onions,brown bread,,,,,,,,,,,,,,,,,,,,,
bottled beer,sauces,whole milk,UHT-milk,other vegetables,root vegetables,ice cream,rice,brown bread,domestic eggs,hygiene articles,soap,pastry,,,,,,,,,,,,,
curd cheese,ham,sausage,whipped/sour cream,root vegetables,chocolate,tropical fruit,bottled water,margarine,newspapers,berries,napkins,pastry,cream cheese ,,,,,,,,,,,,
bottled water,sausage,root vegetables,ham,white bread,other vegetables,coffee,margarine,,,,,,,,,,,,,,,,,,
frankfurter,other vegetables,long life bakery product,pastry,whipped/sour cream,sugar,dish cleaner,,,,,,,,,,,,,,,,,,,
curd,hamburger meat,frozen meals,tropical fruit,soft cheese,whole milk,,,,,,,,,,,,,,,,,,,,
rolls/buns,canned beer,tropical fruit,root vegetables,soda,packaged fruit/vegetables,,,,,,,,,,,,,,,,,,,,
butter milk,dishes,soda,brown bread,rolls/buns,,,,,,,,,,,,,,,,,,,,,
condensed milk,rolls/buns,other vegetables,fruit/vegetable juice,white wine,bottled beer,pot plants,specialty fat,,,,,,,,,,,,,,,,,,
frankfurter,other vegetables,chicken,root vegetables,sliced cheese,soda,soups,onions,fruit/vegetable juice,bottled water,,,,,,,,,,,,,,,,
butter,chicken,beef,whole milk,canned fish,rolls/buns,whipped/sour cream,yogurt,cream cheese ,,,,,,,,,,,,,,,,,
rolls/buns,onions,root vegetables,beef,bottled beer,hamburger meat,yogurt,liquor,pickled vegetables,,,,,,,,,,,,,,,,,
UHT-milk,tropical fruit,roll products ,detergent,salt,,,,,,,,,,,,,,,,,,,,,
misc. beverages,citrus fruit,turkey,sausage,hamburger meat,tea,bottled beer,herbs,cat food,white bread,,,,,,,,,,,,,,,,
soda,citrus fruit,whole milk,butter milk,tropical fruit,domestic eggs,candy,semi-finished bread,bottled water,chewing gum,artif. sweetener,ice cream,,,,,,,,,,,,,,
sausage,whipped/sour cream,other vegetables,fruit/vegetable juice,red/blush wine,root vegetables,frozen vegetables,berries,baking powder,,,,,,,,,,,,,,,,,
sausage,citrus fruit,long life bakery product,frankfurter,chicken,white bread,beef,yogurt,other vegetables,whole milk,butter,napkins,margarine,cake bar,,,,,,,,,,,,
long life bakery product,other vegetables,butter milk,shopping bags,vinegar,dog food,,,,,,,,,,,,,,,,,,,,
curd,citrus fruit,other vegetables,rolls/buns,whole milk,pastry,packaged fruit/vegetables,red/blush wine,dish cleaner,,,,,,,,,,,,,,,,,
tropical fruit,pip fruit,frankfurter,beef,whole milk,fruit/vegetable juice,bottled beer,whipped/sour cream,other vegetables,brown bread,specialty bar,soda,chocolate,,,,,,,,,,,,,
bottled water,frankfurter,UHT-milk,domestic eggs,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,other vegetables,tropical fruit,napkins,whole milk,hard cheese,ice cream,nut snack,,,,,,,,,,,,,,,,,,
condensed milk,whipped/sour cream,bottled water,sausage,beef,other vegetables,pastry,pip fruit,soap,,,,,,,,,,,,,,,,,
sausage,yogurt,pastry,citrus fruit,misc. beverages,bottled beer,candles,rolls/buns,curd,male cosmetics,whole milk,baking powder,,,,,,,,,,,,,,
frozen fish,beef,yogurt,sausage,whole milk,other vegetables,canned beer,root vegetables,shopping bags,whipped/sour cream,beverages,chewing gum,,,,,,,,,,,,,,
whole milk,cling film/bags,other vegetables,ham,white bread,,,,,,,,,,,,,,,,,,,,,
rolls/buns,butter,whole milk,waffles,white bread,other vegetables,yogurt,pot plants,soda,long life bakery product,baking powder,,,,,,,,,,,,,,,
pip fruit,dessert,domestic eggs,finished products,butter,whole milk,candles,root vegetables,canned beer,,,,,,,,,,,,,,,,,
brown bread,frozen meals,cat food,white bread,,,,,,,,,,,,,,,,,,,,,,
other vegetables,sausage,butter milk,pip fruit,chocolate marshmallow,berries,hard cheese,shopping bags,frozen vegetables,whipped/sour cream,pastry,organic products,baking powder,,,,,,,,,,,,,
pork,whole milk,other vegetables,curd,canned beer,UHT-milk,frozen potato products,bottled water,frozen meals,root vegetables,napkins,bottled beer,rolls/buns,salty snack,curd cheese,oil,,,,,,,,,,
beef,soda,,,,,,,,,,,,,,,,,,,,,,,,
sausage,coffee,frozen meals,pastry,bottled beer,soda,rolls/buns,bottled water,other vegetables,root vegetables,UHT-milk,potato products,whole milk,shopping bags,pasta,newspapers,brown bread,,,,,,,,,
tropical fruit,dental care,turkey,chicken,coffee,other vegetables,chocolate,pet care,whole milk,chewing gum,,,,,,,,,,,,,,,,
whole milk,sausage,hamburger meat,pip fruit,chicken,chewing gum,curd,citrus fruit,onions,newspapers,margarine,bottled water,instant coffee,pastry,yogurt,whipped/sour cream,frozen vegetables,soda,misc. beverages,,,,,,,
sausage,pip fruit,whole milk,soda,condensed milk,,,,,,,,,,,,,,,,,,,,,
sausage,chicken,long life bakery product,frankfurter,rolls/buns,beef,pastry,white bread,liquor (appetizer),tidbits,bottled beer,coffee,pip fruit,butter,meat spreads,white wine,hygiene articles,,,,,,,,,
beef,pet care,yogurt,sliced cheese,,,,,,,,,,,,,,,,,,,,,,
yogurt,pip fruit,hard cheese,frankfurter,whole milk,other vegetables,chicken,pork,sausage,beef,dessert,butter,grapes,bottled water,chocolate,sliced cheese,white bread,soda,zwieback,rolls/buns,semi-finished bread,root vegetables,waffles,roll products ,pickled vegetables,
frankfurter,whole milk,frozen meals,other vegetables,ham,canned beer,onions,napkins,fruit/vegetable juice,rolls/buns,salty snack,,,,,,,,,,,,,,,
citrus fruit,ketchup,rolls/buns,hard cheese,,,,,,,,,,,,,,,,,,,,,,
hamburger meat,ice cream,rolls/buns,brown bread,chocolate,curd,other vegetables,chewing gum,,,,,,,,,,,,,,,,,,
frankfurter,whole milk,tropical fruit,white wine,meat,spread cheese,sausage,salt,bottled beer,onions,pip fruit,mayonnaise,yogurt,semi-finished bread,misc. beverages,waffles,,,,,,,,,,
other vegetables,hamburger meat,soda,soft cheese,waffles,,,,,,,,,,,,,,,,,,,,,
liver loaf,other vegetables,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,
chicken,soda,pastry,instant coffee,,,,,,,,,,,,,,,,,,,,,,
hamburger meat,sausage,chicken,newspapers,butter,rolls/buns,,,,,,,,,,,,,,,,,,,,
salty snack,sausage,meat,spread cheese,cat food,beverages,misc. beverages,shopping bags,frozen vegetables,,,,,,,,,,,,,,,,,
canned beer,other vegetables,tropical fruit,whole milk,butter,fruit/vegetable juice,red/blush wine,,,,,,,,,,,,,,,,,,,
sausage,pip fruit,rolls/buns,soda,whole milk,margarine,berries,domestic eggs,,,,,,,,,,,,,,,,,,
beef,shopping bags,soda,pip fruit,bottled water,whole milk,rolls/buns,margarine,baking powder,hygiene articles,,,,,,,,,,,,,,,,
whole milk,processed cheese,frozen vegetables,root vegetables,canned beer,whipped/sour cream,tropical fruit,yogurt,flour,,,,,,,,,,,,,,,,,
pork,frozen vegetables,other vegetables,bottled beer,,,,,,,,,,,,,,,,,,,,,,
whole milk,dessert,yogurt,dental care,waffles,,,,,,,,,,,,,,,,,,,,,
specialty bar,root vegetables,pastry,bottled water,other vegetables,fruit/vegetable juice,soda,ice cream,long life bakery product,,,,,,,,,,,,,,,,,
misc. beverages,butter milk,candy,frozen potato products,meat,frozen meals,packaged fruit/vegetables,margarine,whipped/sour cream,specialty cheese,,,,,,,,,,,,,,,,
other vegetables,beverages,hamburger meat,yogurt,whole milk,dog food,pasta,,,,,,,,,,,,,,,,,,,
mustard,whole milk,canned beer,tropical fruit,dishes,,,,,,,,,,,,,,,,,,,,,
sausage,salty snack,coffee,pip fruit,beef,whole milk,frozen meals,photo/film,dishes,domestic eggs,brown bread,pastry,rolls/buns,specialty bar,,,,,,,,,,,,
bottled water,whole milk,beef,other vegetables,citrus fruit,hamburger meat,instant coffee,spread cheese,pickled vegetables,ham,yogurt,salad dressing,dessert,newspapers,specialty bar,,,,,,,,,,,
berries,fruit/vegetable juice,nut snack,pastry,sliced cheese,,,,,,,,,,,,,,,,,,,,,
whole milk,processed cheese,margarine,mayonnaise,shopping bags,,,,,,,,,,,,,,,,,,,,,
other vegetables,organic products,coffee,semi-finished bread,root vegetables,hard cheese,,,,,,,,,,,,,,,,,,,,
rolls/buns,specialty chocolate,butter milk,soda,,,,,,,,,,,,,,,,,,,,,,
chicken,root vegetables,canned beer,turkey,pastry,whole milk,salty snack,butter milk,vinegar,bottled water,domestic eggs,curd,shopping bags,butter,,,,,,,,,,,,
oil,yogurt,other vegetables,detergent,rolls/buns,,,,,,,,,,,,,,,,,,,,,
frankfurter,specialty bar,pet care,soda,chicken,chocolate,mustard,,,,,,,,,,,,,,,,,,,
yogurt,domestic eggs,,,,,,,,,,,,,,,,,,,,,,,,
detergent,canned fish,sliced cheese,brown bread,tropical fruit,root vegetables,specialty cheese,dessert,white wine,soda,fruit/vegetable juice,yogurt,specialty vegetables,shopping bags,,,,,,,,,,,,
brown bread,curd,canned beer,root vegetables,yogurt,frankfurter,tropical fruit,pip fruit,soda,whole milk,packaged fruit/vegetables,domestic eggs,canned vegetables,frozen dessert,fruit/vegetable juice,bottled water,pickled vegetables,cling film/bags,,,,,,,,
tropical fruit,domestic eggs,waffles,flour,whole milk,fruit/vegetable juice,specialty chocolate,brown bread,,,,,,,,,,,,,,,,,,
frankfurter,bottled beer,chicken,hamburger meat,root vegetables,citrus fruit,rolls/buns,canned beer,whole milk,margarine,salt,yogurt,other vegetables,white wine,,,,,,,,,,,,
soda,whole milk,grapes,newspapers,,,,,,,,,,,,,,,,,,,,,,
pip fruit,whole milk,pork,rolls/buns,brown bread,shopping bags,yogurt,chocolate,newspapers,,,,,,,,,,,,,,,,,
citrus fruit,white bread,margarine,yogurt,bottled water,,,,,,,,,,,,,,,,,,,,,
frankfurter,canned beer,newspapers,whole milk,canned fish,chocolate,yogurt,,,,,,,,,,,,,,,,,,,
citrus fruit,sausage,butter milk,pork,soda,house keeping products,pickled vegetables,rolls/buns,hygiene articles,,,,,,,,,,,,,,,,,
canned beer,whole milk,turkey,root vegetables,yogurt,whipped/sour cream,processed cheese,other vegetables,white bread,berries,domestic eggs,tropical fruit,margarine,rolls/buns,chewing gum,newspapers,salty snack,pasta,shopping bags,,,,,,,
sausage,dessert,brown bread,packaged fruit/vegetables,whipped/sour cream,yogurt,,,,,,,,,,,,,,,,,,,,
shopping bags,yogurt,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,sausage,tropical fruit,whole milk,soda,herbs,domestic eggs,bottled beer,meat,grapes,brown bread,whipped/sour cream,white bread,waffles,cream cheese ,bottled water,,,,,,,,,,
bottled water,citrus fruit,root vegetables,onions,beef,specialty bar,whole milk,liquor,specialty vegetables,newspapers,rolls/buns,bottled beer,curd,soda,canned vegetables,sliced cheese,,,,,,,,,,
napkins,misc. beverages,root vegetables,fruit/vegetable juice,yogurt,soups,oil,,,,,,,,,,,,,,,,,,,
berries,brown bread,,,,,,,,,,,,,,,,,,,,,,,,
sausage,citrus fruit,bottled water,sugar,,,,,,,,,,,,,,,,,,,,,,
pip fruit,pork,citrus fruit,meat,whole milk,soda,butter milk,butter,waffles,cream cheese ,frozen dessert,sugar,,,,,,,,,,,,,,
frankfurter,beef,canned beer,UHT-milk,rolls/buns,waffles,root vegetables,curd,margarine,salty snack,pastry,chocolate,,,,,,,,,,,,,,
chicken,sausage,pork,frozen dessert,meat,brown bread,cat food,soda,salt,newspapers,domestic eggs,fruit/vegetable juice,chocolate,,,,,,,,,,,,,
meat,other vegetables,beef,shopping bags,white bread,curd,,,,,,,,,,,,,,,,,,,,
misc. beverages,whole milk,other vegetables,frozen vegetables,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,bottled water,citrus fruit,soda,dessert,root vegetables,frozen vegetables,yogurt,spices,whole milk,spread cheese,white wine,bottled beer,fruit/vegetable juice,,,,,,,,,,,,
butter,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,
nuts/prunes,pip fruit,ham,whole milk,shopping bags,pastry,white wine,pet care,,,,,,,,,,,,,,,,,,
napkins,newspapers,rolls/buns,bottled water,waffles,meat,citrus fruit,frozen vegetables,yogurt,whole milk,canned beer,chocolate,,,,,,,,,,,,,,
whole milk,domestic eggs,bottled beer,,,,,,,,,,,,,,,,,,,,,,,
cat food,sausage,tropical fruit,other vegetables,soda,specialty bar,canned beer,coffee,brown bread,,,,,,,,,,,,,,,,,
root vegetables,processed cheese,herbs,frozen potato products,cereals,Instant food products,,,,,,,,,,,,,,,,,,,,
chocolate,newspapers,pork,pip fruit,soda,citrus fruit,oil,rolls/buns,whole milk,white bread,other vegetables,grapes,bottled water,UHT-milk,waffles,frozen vegetables,,,,,,,,,,
rolls/buns,whole milk,mustard,nuts/prunes,oil,domestic eggs,,,,,,,,,,,,,,,,,,,,
brown bread,coffee,tropical fruit,cream cheese ,berries,domestic eggs,other vegetables,hygiene articles,soda,cling film/bags,margarine,,,,,,,,,,,,,,,
citrus fruit,zwieback,cream cheese ,napkins,whole milk,frozen vegetables,sugar,brown bread,bottled water,other vegetables,white bread,frozen fish,shopping bags,snack products,,,,,,,,,,,,
whole milk,ham,pot plants,frozen meals,onions,chewing gum,misc. beverages,soda,frozen vegetables,baking powder,pickled vegetables,curd,,,,,,,,,,,,,,
pork,citrus fruit,berries,cat food,brown bread,other vegetables,yogurt,domestic eggs,napkins,misc. beverages,fruit/vegetable juice,,,,,,,,,,,,,,,
whole milk,liver loaf,other vegetables,soda,citrus fruit,salty snack,yogurt,,,,,,,,,,,,,,,,,,,
sausage,hamburger meat,chicken,salty snack,meat,tropical fruit,specialty bar,grapes,newspapers,brown bread,whole milk,flour,liquor,yogurt,candy,,,,,,,,,,,
cling film/bags,bottled water,meat,liver loaf,yogurt,sausage,other vegetables,pip fruit,beef,berries,white bread,butter,grapes,whipped/sour cream,whole milk,pastry,newspapers,,,,,,,,,
coffee,chicken,citrus fruit,beverages,canned fruit,soda,other vegetables,root vegetables,sausage,bottled beer,pip fruit,white bread,dessert,rolls/buns,oil,bottled water,pastry,hygiene articles,newspapers,,,,,,,
fruit/vegetable juice,bottled water,whole milk,packaged fruit/vegetables,soda,long life bakery product,sliced cheese,bottled beer,rolls/buns,,,,,,,,,,,,,,,,,
citrus fruit,whole milk,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,pip fruit,oil,newspapers,,,,,,,,,,,,,,,,,,,,,,
sausage,whole milk,,,,,,,,,,,,,,,,,,,,,,,,
hamburger meat,pork,whipped/sour cream,root vegetables,white bread,whole milk,bottled water,bottled beer,flower (seeds),,,,,,,,,,,,,,,,,
sausage,dessert,ice cream,cream cheese ,butter,meat,specialty bar,newspapers,bottled beer,rolls/buns,soda,yogurt,frozen meals,bottled water,whipped/sour cream,brown bread,,,,,,,,,,
pastry,sweet spreads,hard cheese,coffee,dessert,,,,,,,,,,,,,,,,,,,,,
canned beer,sausage,ice cream,bottled water,yogurt,,,,,,,,,,,,,,,,,,,,,
long life bakery product,yogurt,soda,,,,,,,,,,,,,,,,,,,,,,,
long life bakery product,chicken,berries,pastry,soda,yogurt,UHT-milk,bottled beer,waffles,cream cheese ,,,,,,,,,,,,,,,,
tropical fruit,hamburger meat,butter milk,whipped/sour cream,curd cheese,white wine,margarine,yogurt,,,,,,,,,,,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,sausage,shopping bags,onions,specialty bar,rice,,,,,,,,,,,,,,,,,,,,
soda,flour,,,,,,,,,,,,,,,,,,,,,,,,
ice cream,whole milk,beef,long life bakery product,root vegetables,other vegetables,beverages,newspapers,UHT-milk,sugar,rolls/buns,coffee,whipped/sour cream,misc. beverages,soda,spread cheese,,,,,,,,,,
other vegetables,citrus fruit,hard cheese,brown bread,curd,coffee,rolls/buns,salty snack,root vegetables,margarine,napkins,,,,,,,,,,,,,,,
pip fruit,tropical fruit,soda,chicken,citrus fruit,other vegetables,frozen vegetables,onions,cat food,white bread,rum,misc. beverages,pot plants,whipped/sour cream,abrasive cleaner,,,,,,,,,,,
cream cheese ,citrus fruit,salty snack,chicken,whole milk,frozen meals,butter,kitchen towels,shopping bags,pasta,,,,,,,,,,,,,,,,
